iter	Passed	Remaining
0	17	3419
1	30	3047
2	44	2953
3	59	2908
4	79	3115
5	95	3071
6	111	3070
7	128	3072
8	144	3062
9	160	3056
10	176	3032
11	193	3034
12	208	2994
13	224	2989
14	241	2975
15	256	2953
16	272	2929
17	287	2903
18	302	2878
19	317	2857
20	332	2836
21	347	2811
22	362	2789
23	377	2770
24	392	2750
25	408	2735
26	425	2727
27	440	2708
28	456	2691
29	471	2673
30	487	2657
31	503	2641
32	518	2626
33	534	2611
34	551	2597
35	566	2582
36	582	2566
37	598	2549
38	613	2534
39	628	2515
40	643	2496
41	659	2479
42	674	2461
43	688	2442
44	703	2424
45	719	2408
46	734	2392
47	750	2376
48	764	2356
49	781	2344
50	797	2329
51	812	2313
52	824	2286
53	840	2271
54	855	2256
55	871	2240
56	887	2225
57	902	2210
58	918	2194
59	933	2179
60	949	2163
61	965	2148
62	980	2132
63	996	2116
64	1011	2100
65	1026	2084
66	1042	2069
67	1058	2054
68	1074	2039
69	1090	2024
70	1105	2008
71	1120	1992
72	1135	1975
73	1150	1959
74	1165	1942
75	1180	1926
76	1196	1911
77	1211	1895
78	1227	1880
79	1243	1864
80	1258	1848
81	1273	1832
82	1288	1816
83	1304	1801
84	1319	1784
85	1334	1769
86	1350	1753
87	1366	1739
88	1382	1724
89	1398	1708
90	1413	1693
91	1429	1678
92	1445	1662
93	1460	1647
94	1476	1631
95	1493	1617
96	1508	1602
97	1524	1586
98	1539	1570
99	1554	1554
100	1570	1539
101	1586	1524
102	1602	1509
103	1618	1494
104	1634	1479
105	1650	1463
106	1666	1448
107	1682	1433
108	1699	1418
109	1715	1403
110	1731	1388
111	1747	1373
112	1763	1357
113	1779	1342
114	1794	1326
115	1811	1311
116	1826	1296
117	1842	1280
118	1858	1265
119	1874	1249
120	1890	1234
121	1907	1219
122	1923	1203
123	1939	1188
124	1955	1173
125	1971	1157
126	1987	1142
127	2003	1126
128	2022	1112
129	2040	1098
130	2058	1084
131	2076	1069
132	2093	1054
133	2111	1039
134	2127	1024
135	2144	1009
136	2160	993
137	2176	977
138	2192	962
139	2207	946
140	2223	930
141	2239	914
142	2255	898
143	2271	883
144	2288	867
145	2304	852
146	2320	836
147	2336	820
148	2352	805
149	2369	789
150	2385	774
151	2402	758
152	2418	742
153	2434	727
154	2450	711
155	2466	695
156	2483	680
157	2499	664
158	2516	648
159	2532	633
160	2548	617
161	2564	601
162	2580	585
163	2596	569
164	2612	554
165	2627	538
166	2644	522
167	2660	506
168	2676	490
169	2692	475
170	2708	459
171	2723	443
172	2740	427
173	2755	411
174	2772	396
175	2788	380
176	2804	364
177	2820	348
178	2836	332
179	2852	316
180	2869	301
181	2884	285
182	2901	269
183	2917	253
184	2934	237
185	2951	222
186	2967	206
187	2983	190
188	2999	174
189	3016	158
190	3034	143
191	3053	127
192	3070	111
193	3087	95
194	3104	79
195	3120	63
196	3137	47
197	3153	31
198	3170	15
199	3186	0
