iter	RMSE
0	1113.647952
1	1113.359288
2	1104.298023
3	1103.644529
4	1102.784056
5	1100.257956
6	1100.084291
7	1093.51627
8	1093.217485
9	1092.6308
10	1088.836079
11	1088.297016
12	1086.350202
13	1086.009544
14	1085.609653
15	1085.324044
16	1083.683194
17	1081.849926
18	1081.392207
19	1081.356635
20	1081.029458
21	1042.373186
22	1042.083843
23	1041.807034
24	1041.519995
25	1040.557407
26	1038.808241
27	1037.472241
28	1036.257789
29	1036.032087
30	1036.027379
31	1034.988962
32	1034.674867
33	1033.716613
34	1033.384093
35	1031.850584
36	1031.125481
37	1028.049852
38	1027.017845
39	1025.144869
40	1024.405654
41	1023.872449
42	1023.534225
43	1016.891846
44	1015.998884
45	1014.03473
46	1013.582173
47	1012.087615
48	1011.830698
49	1011.703375
50	1011.506299
51	1011.053458
52	1002.42017
53	966.4095662
54	966.3047329
55	966.1528456
56	966.0176895
57	955.1702646
58	954.0658135
59	948.9079131
60	916.1112302
61	914.3791167
62	913.489947
63	883.9705131
64	883.1936761
65	883.0645768
66	882.2610622
67	855.7763801
68	854.5766195
69	854.4255947
70	847.1126136
71	845.6340295
72	836.9738767
73	836.0807783
74	835.6197711
75	828.0253943
76	827.9301914
77	827.8368962
78	823.4787695
79	816.0811422
80	792.8778918
81	792.3223783
82	791.5500265
83	784.6007308
84	783.927385
85	783.7477913
86	782.9269438
87	782.8100399
88	776.7100363
89	776.4164039
90	775.9334748
91	775.8556625
92	770.517061
93	765.8534465
94	744.1285018
95	743.6416761
96	742.4843159
97	723.377526
98	706.3764633
99	706.3225185
100	706.2663405
101	691.1652212
102	677.7840038
103	677.4402105
104	677.2192622
105	676.1185909
106	675.9615017
107	674.9412415
108	673.8938257
109	673.0689784
110	672.6614768
111	671.9799711
112	659.7869652
113	649.0233273
114	639.4892995
115	631.1364124
116	629.6870015
117	622.3016362
118	621.8262617
119	621.7445265
120	621.443834
121	620.3747022
122	619.855145
123	618.8987366
124	618.6565083
125	617.8637057
126	617.0616982
127	616.633837
128	616.6119632
129	616.2045801
130	616.0580873
131	616.0404325
132	615.7864201
133	615.7007875
134	615.6864057
135	615.6131238
136	610.5578727
137	610.5001126
138	609.8850898
139	609.0656513
140	608.5996065
141	608.5446067
142	607.7272805
143	605.0343442
144	600.9113265
145	600.3763149
146	600.3206562
147	600.120345
148	599.752524
149	599.5461331
150	599.4140831
151	598.6961802
152	598.410439
153	597.6578241
154	594.0533593
155	590.9014399
156	590.7857744
157	590.7209228
158	583.9324945
159	583.8010098
160	577.847849
161	577.6175157
162	572.4594165
163	572.0651952
164	571.672986
165	571.4573734
166	571.2797108
167	566.7791131
168	566.2547811
169	565.480847
170	565.085014
171	562.2034422
172	561.546709
173	561.5040521
174	561.2150696
175	560.4150124
176	560.245565
177	560.2046443
178	560.0230646
179	555.9404462
180	553.398231
181	553.0166272
182	549.4280569
183	548.3879236
184	545.2475773
185	544.8595255
186	544.6679386
187	541.923514
188	541.0485322
189	540.630091
190	540.5037136
191	539.0757297
192	536.6689508
193	536.3700929
194	534.0830578
195	533.8320867
196	533.6077185
197	532.9927835
198	532.8316602
199	532.1916927
