iter	Passed	Remaining
0	14	2816
1	33	3316
2	52	3424
3	70	3454
4	88	3448
5	106	3443
6	124	3427
7	142	3424
8	160	3413
9	173	3305
10	191	3288
11	209	3278
12	226	3263
13	244	3249
14	262	3239
15	280	3228
16	298	3215
17	316	3199
18	329	3139
19	347	3126
20	365	3111
21	377	3057
22	395	3045
23	414	3038
24	433	3032
25	451	3024
26	470	3015
27	488	3002
28	506	2985
29	524	2969
30	539	2941
31	548	2878
32	559	2829
33	576	2815
34	591	2790
35	609	2778
36	621	2736
37	636	2715
38	655	2704
39	673	2692
40	691	2680
41	709	2669
42	727	2655
43	745	2641
44	762	2626
45	780	2611
46	797	2597
47	815	2583
48	834	2570
49	853	2559
50	872	2547
51	890	2535
52	909	2523
53	928	2509
54	947	2497
55	965	2483
56	984	2470
57	1003	2455
58	1021	2441
59	1039	2426
60	1057	2409
61	1075	2393
62	1093	2377
63	1111	2362
64	1129	2346
65	1147	2330
66	1166	2314
67	1183	2298
68	1201	2281
69	1219	2265
70	1237	2247
71	1255	2231
72	1273	2215
73	1292	2200
74	1310	2184
75	1329	2169
76	1347	2153
77	1366	2136
78	1384	2121
79	1403	2105
80	1422	2089
81	1440	2072
82	1459	2056
83	1477	2040
84	1495	2023
85	1514	2006
86	1532	1990
87	1550	1973
88	1569	1956
89	1587	1940
90	1606	1924
91	1624	1907
92	1642	1890
93	1661	1873
94	1679	1856
95	1698	1839
96	1716	1822
97	1734	1805
98	1753	1788
99	1770	1770
100	1788	1752
101	1807	1736
102	1826	1720
103	1845	1703
104	1865	1687
105	1883	1670
106	1902	1653
107	1921	1637
108	1940	1620
109	1960	1603
110	1978	1586
111	1997	1569
112	2016	1552
113	2034	1534
114	2052	1517
115	2070	1499
116	2088	1481
117	2107	1464
118	2125	1446
119	2143	1429
120	2161	1411
121	2179	1393
122	2198	1375
123	2215	1358
124	2233	1340
125	2251	1322
126	2270	1305
127	2289	1287
128	2307	1270
129	2326	1252
130	2345	1235
131	2363	1217
132	2381	1199
133	2400	1182
134	2418	1164
135	2436	1146
136	2454	1128
137	2472	1110
138	2490	1093
139	2508	1075
140	2527	1057
141	2545	1039
142	2563	1021
143	2581	1003
144	2599	985
145	2617	968
146	2635	950
147	2653	932
148	2671	914
149	2688	896
150	2707	878
151	2724	860
152	2743	842
153	2761	824
154	2780	807
155	2800	789
156	2820	772
157	2839	754
158	2857	736
159	2875	718
160	2893	700
161	2912	683
162	2930	665
163	2948	647
164	2967	629
165	2985	611
166	3004	593
167	3022	575
168	3039	557
169	3057	539
170	3074	521
171	3091	503
172	3109	485
173	3127	467
174	3145	449
175	3162	431
176	3180	413
177	3199	395
178	3217	377
179	3236	359
180	3255	341
181	3273	323
182	3292	305
183	3310	287
184	3328	269
185	3347	251
186	3365	233
187	3384	216
188	3402	198
189	3420	180
190	3439	162
191	3457	144
192	3475	126
193	3493	108
194	3510	90
195	3528	72
196	3547	54
197	3565	36
198	3583	18
199	3601	0
