iter	RMSE
0	1114.943208
1	1114.060212
2	1113.550784
3	1113.14157
4	1112.875595
5	1112.761595
6	1112.559366
7	1112.514941
8	1112.451261
9	1112.440512
10	1112.410671
11	1112.361979
12	1112.309679
13	1112.306875
14	1112.29829
15	1112.296384
16	1112.290055
17	1112.26808
18	1112.267077
19	1112.260208
20	1112.25234
21	1112.252186
22	1112.251343
23	1112.250435
24	1112.244101
25	1112.242931
26	1112.240566
27	1112.233257
28	1112.230145
29	1112.229964
30	1112.229402
31	1112.2294
32	1112.229368
33	1112.228967
34	1112.228056
35	1112.222347
36	1112.222334
37	1112.222067
38	1112.198689
39	1112.195744
40	1112.194605
41	1112.192498
42	1112.178626
43	1112.163405
44	1112.155771
45	1112.155211
46	1112.153324
47	1112.134207
48	1112.11617
49	1112.102756
50	1112.097127
51	1112.093555
52	1112.085144
53	1112.075672
54	1112.065094
55	1112.053251
56	1112.047462
57	1112.042992
58	1112.038893
59	1112.036019
60	1112.020502
61	1112.017325
62	1112.015909
63	1112.014067
64	1112.012064
65	1112.005024
66	1112.004045
67	1111.992556
68	1111.987183
69	1111.985016
70	1111.983756
71	1111.982868
72	1111.978745
73	1111.975331
74	1111.969161
75	1111.967828
76	1111.9624
77	1111.958599
78	1111.956249
79	1111.95562
80	1111.955198
81	1111.954629
82	1111.953132
83	1111.95212
84	1111.950433
85	1111.948491
86	1111.947657
87	1111.946977
88	1111.94645
89	1111.944913
90	1111.944536
91	1111.943643
92	1111.940178
93	1111.93984
94	1111.937129
95	1111.932726
96	1111.931026
97	1111.929974
98	1111.928933
99	1111.927858
100	1111.927222
101	1111.925518
102	1111.925017
103	1111.92396
104	1111.923633
105	1111.923373
106	1111.921648
107	1111.92057
108	1111.919787
109	1111.918838
110	1111.918395
111	1111.91472
112	1111.911596
113	1111.911405
114	1111.908735
115	1111.908508
116	1111.907408
117	1111.906386
118	1111.904211
119	1111.903755
120	1111.903347
121	1111.903118
122	1111.902708
123	1111.902109
124	1111.901773
125	1111.901237
126	1111.900808
127	1111.900602
128	1111.8997
129	1111.899435
130	1111.89907
131	1111.898965
132	1111.898801
133	1111.898257
134	1111.896265
135	1111.895691
136	1111.895347
137	1111.895264
138	1111.895179
139	1111.894402
140	1111.893819
141	1111.893268
142	1111.893172
143	1111.893097
144	1111.892898
145	1111.892409
146	1111.890852
147	1111.890256
148	1111.889732
149	1111.888474
150	1111.886862
151	1111.885605
152	1111.884605
153	1111.884277
154	1111.883498
155	1111.883008
156	1111.882645
157	1111.882055
158	1111.8819
159	1111.8817
160	1111.881387
161	1111.881268
162	1111.881223
163	1111.881094
164	1111.880842
165	1111.880746
166	1111.880696
167	1111.880569
168	1111.880068
169	1111.879991
170	1111.879734
171	1111.879551
172	1111.879269
173	1111.87906
174	1111.87898
175	1111.878797
176	1111.87873
177	1111.87848
178	1111.87822
179	1111.878122
180	1111.87798
181	1111.877839
182	1111.877753
183	1111.877506
184	1111.877201
185	1111.877166
186	1111.877092
187	1111.876973
188	1111.876848
189	1111.876775
190	1111.87671
191	1111.876511
192	1111.876322
193	1111.876212
194	1111.87609
195	1111.875972
196	1111.875864
197	1111.875647
198	1111.87545
199	1111.875363
