iter	Passed	Remaining
0	16	3256
1	33	3283
2	50	3291
3	67	3316
4	86	3369
5	104	3376
6	122	3370
7	139	3342
8	156	3317
9	174	3307
10	191	3285
11	208	3274
12	224	3224
13	241	3212
14	258	3190
15	276	3174
16	293	3160
17	311	3148
18	329	3142
19	348	3135
20	366	3125
21	385	3115
22	403	3101
23	421	3091
24	439	3078
25	457	3063
26	475	3045
27	493	3030
28	510	3012
29	528	2996
30	546	2981
31	564	2964
32	582	2946
33	600	2931
34	618	2913
35	635	2895
36	653	2877
37	670	2859
38	688	2844
39	706	2827
40	725	2813
41	743	2798
42	761	2779
43	779	2764
44	799	2752
45	818	2741
46	838	2729
47	857	2716
48	875	2698
49	893	2679
50	911	2662
51	929	2644
52	948	2630
53	966	2613
54	985	2598
55	1003	2579
56	1020	2561
57	1038	2543
58	1056	2524
59	1074	2506
60	1091	2487
61	1110	2471
62	1128	2455
63	1146	2437
64	1165	2420
65	1183	2402
66	1201	2385
67	1219	2366
68	1237	2349
69	1256	2333
70	1273	2314
71	1291	2296
72	1309	2278
73	1326	2259
74	1344	2240
75	1362	2222
76	1379	2203
77	1397	2185
78	1415	2168
79	1433	2149
80	1451	2132
81	1469	2114
82	1486	2096
83	1505	2078
84	1523	2060
85	1541	2043
86	1559	2025
87	1577	2007
88	1594	1989
89	1613	1972
90	1632	1954
91	1650	1936
92	1667	1919
93	1686	1901
94	1703	1883
95	1721	1865
96	1739	1846
97	1757	1829
98	1775	1811
99	1793	1793
100	1811	1775
101	1828	1757
102	1847	1739
103	1865	1722
104	1884	1704
105	1902	1686
106	1920	1669
107	1938	1651
108	1956	1633
109	1974	1615
110	1992	1597
111	2009	1578
112	2027	1560
113	2045	1542
114	2062	1524
115	2080	1506
116	2097	1488
117	2115	1470
118	2133	1452
119	2151	1434
120	2168	1415
121	2186	1398
122	2205	1380
123	2223	1362
124	2241	1344
125	2259	1326
126	2277	1309
127	2296	1291
128	2314	1274
129	2333	1256
130	2351	1238
131	2369	1220
132	2387	1202
133	2404	1184
134	2423	1166
135	2440	1148
136	2458	1130
137	2477	1113
138	2495	1095
139	2513	1077
140	2531	1059
141	2549	1041
142	2568	1023
143	2585	1005
144	2603	987
145	2622	969
146	2640	952
147	2659	934
148	2677	916
149	2695	898
150	2712	880
151	2730	862
152	2749	844
153	2767	826
154	2785	808
155	2802	790
156	2820	772
157	2839	754
158	2856	736
159	2874	718
160	2893	700
161	2911	682
162	2928	664
163	2947	646
164	2964	628
165	2982	610
166	3001	593
167	3019	575
168	3038	557
169	3056	539
170	3074	521
171	3093	503
172	3110	485
173	3129	467
174	3148	449
175	3167	431
176	3185	413
177	3202	395
178	3220	377
179	3238	359
180	3257	341
181	3275	323
182	3293	305
183	3312	288
184	3332	270
185	3350	252
186	3368	234
187	3387	216
188	3406	198
189	3426	180
190	3446	162
191	3465	144
192	3483	126
193	3502	108
194	3521	90
195	3540	72
196	3558	54
197	3576	36
198	3595	18
199	3614	0
