iter	RMSE
0	1115.233379
1	1114.579314
2	1114.196676
3	1113.968737
4	1113.842006
5	1113.758628
6	1113.696096
7	1113.66592
8	1113.649149
9	1113.639084
10	1113.632666
11	1113.629763
12	1113.627217
13	1113.626375
14	1113.626269
15	1113.625231
16	1113.625228
17	1113.62497
18	1113.624579
19	1113.624479
20	1113.623777
21	1113.623765
22	1113.623353
23	1113.623351
24	1113.623172
25	1113.623148
26	1113.623078
27	1113.623035
28	1113.623015
29	1113.623001
30	1113.622981
31	1113.622981
32	1113.622974
33	1113.62297
34	1113.622968
35	1113.622956
36	1113.622933
37	1113.622924
38	1113.622908
39	1113.622907
40	1113.622907
41	1113.622882
42	1113.622878
43	1113.622867
44	1113.622859
45	1113.622857
46	1113.622854
47	1113.622853
48	1113.622847
49	1113.622846
50	1113.622844
51	1113.622844
52	1113.622843
53	1113.622843
54	1113.622843
55	1113.622841
56	1113.622841
57	1113.62284
58	1113.622839
59	1113.622839
60	1113.622838
61	1113.622837
62	1113.622837
63	1113.622837
64	1113.622836
65	1113.622836
66	1113.622836
67	1113.622836
68	1113.622835
69	1113.622835
70	1113.622835
71	1113.622835
72	1113.622835
73	1113.622835
74	1113.622835
75	1113.622835
76	1113.622835
77	1113.622835
78	1113.622835
79	1113.622835
80	1113.622835
81	1113.622835
82	1113.622835
83	1113.622835
84	1113.622835
85	1113.622835
86	1113.622835
87	1113.622835
88	1113.622835
89	1113.622835
90	1113.622835
91	1113.622835
92	1113.622835
93	1113.622835
94	1113.622835
95	1113.622835
96	1113.622835
97	1113.622835
98	1113.622835
99	1113.622835
100	1113.622835
101	1113.622835
102	1113.622835
103	1113.622835
104	1113.622835
105	1113.622835
106	1113.622835
107	1113.622835
108	1113.622835
109	1113.622835
110	1113.622835
111	1113.622835
112	1113.622835
113	1113.622835
114	1113.622835
115	1113.622835
116	1113.622835
117	1113.622835
118	1113.622835
119	1113.622835
120	1113.622835
121	1113.622835
122	1113.622835
123	1113.622835
124	1113.622835
125	1113.622835
126	1113.622835
127	1113.622835
128	1113.622835
129	1113.622835
130	1113.622835
131	1113.622835
132	1113.622835
133	1113.622835
134	1113.622835
135	1113.622835
136	1113.622835
137	1113.622835
138	1113.622835
139	1113.622835
140	1113.622835
141	1113.622835
142	1113.622835
143	1113.622835
144	1113.622835
145	1113.622835
146	1113.622835
147	1113.622835
148	1113.622835
149	1113.622835
150	1113.622835
151	1113.622835
152	1113.622835
153	1113.622835
154	1113.622835
155	1113.622835
156	1113.622835
157	1113.622835
158	1113.622835
159	1113.622835
160	1113.622835
161	1113.622835
162	1113.622835
163	1113.622835
164	1113.622835
165	1113.622835
166	1113.622835
167	1113.622835
168	1113.622835
169	1113.622835
170	1113.622835
171	1113.622835
172	1113.622835
173	1113.622835
174	1113.622835
175	1113.622835
176	1113.622835
177	1113.622835
178	1113.622835
179	1113.622835
180	1113.622835
181	1113.622835
182	1113.622835
183	1113.622835
184	1113.622835
185	1113.622835
186	1113.622835
187	1113.622835
188	1113.622835
189	1113.622835
190	1113.622835
191	1113.622835
192	1113.622835
193	1113.622835
194	1113.622835
195	1113.622835
196	1113.622835
197	1113.622835
198	1113.622835
199	1113.622835
