iter	Passed	Remaining
0	19	3818
1	37	3732
2	55	3663
3	73	3625
4	91	3568
5	109	3527
6	126	3495
7	144	3474
8	162	3439
9	179	3414
10	197	3390
11	219	3446
12	238	3428
13	260	3466
14	284	3504
15	305	3513
16	325	3504
17	345	3488
18	363	3466
19	382	3446
20	403	3441
21	425	3444
22	448	3448
23	469	3439
24	489	3428
25	511	3419
26	533	3417
27	553	3398
28	574	3390
29	595	3376
30	616	3361
31	640	3363
32	663	3355
33	686	3354
34	709	3345
35	734	3344
36	759	3346
37	785	3348
38	812	3355
39	838	3354
40	864	3351
41	888	3343
42	915	3343
43	944	3350
44	972	3348
45	996	3334
46	1020	3322
47	1044	3306
48	1067	3288
49	1090	3271
50	1113	3253
51	1136	3235
52	1160	3219
53	1185	3204
54	1206	3182
55	1229	3161
56	1251	3140
57	1275	3122
58	1299	3104
59	1320	3081
60	1339	3053
61	1359	3025
62	1378	2997
63	1398	2972
64	1418	2946
65	1437	2918
66	1456	2890
67	1474	2862
68	1492	2834
69	1511	2806
70	1529	2778
71	1547	2751
72	1565	2723
73	1584	2697
74	1601	2669
75	1619	2642
76	1637	2616
77	1655	2589
78	1673	2563
79	1691	2537
80	1710	2513
81	1729	2488
82	1747	2463
83	1765	2438
84	1784	2414
85	1803	2390
86	1823	2368
87	1843	2346
88	1862	2323
89	1881	2299
90	1899	2275
91	1917	2250
92	1935	2226
93	1953	2203
94	1972	2179
95	1990	2156
96	2009	2133
97	2027	2110
98	2046	2088
99	2065	2065
100	2083	2042
101	2101	2019
102	2120	1996
103	2138	1974
104	2156	1950
105	2173	1927
106	2191	1904
107	2208	1881
108	2226	1859
109	2244	1836
110	2261	1813
111	2279	1791
112	2296	1768
113	2314	1745
114	2331	1723
115	2348	1700
116	2365	1677
117	2382	1655
118	2399	1633
119	2417	1611
120	2434	1589
121	2451	1567
122	2468	1545
123	2485	1523
124	2503	1501
125	2520	1480
126	2537	1458
127	2554	1436
128	2571	1415
129	2588	1393
130	2605	1372
131	2622	1351
132	2639	1329
133	2656	1308
134	2672	1286
135	2689	1265
136	2707	1244
137	2724	1223
138	2742	1203
139	2762	1184
140	2783	1164
141	2802	1144
142	2821	1124
143	2839	1104
144	2857	1083
145	2875	1063
146	2893	1043
147	2910	1022
148	2927	1002
149	2945	981
150	2962	961
151	2980	941
152	2996	920
153	3013	900
154	3030	879
155	3047	859
156	3064	839
157	3081	819
158	3098	798
159	3114	778
160	3131	758
161	3148	738
162	3165	718
163	3182	698
164	3200	678
165	3217	659
166	3234	639
167	3252	619
168	3269	599
169	3286	579
170	3303	560
171	3319	540
172	3336	520
173	3354	501
174	3370	481
175	3387	461
176	3404	442
177	3421	422
178	3439	403
179	3456	384
180	3472	364
181	3489	345
182	3507	325
183	3525	306
184	3542	287
185	3559	267
186	3576	248
187	3593	229
188	3610	210
189	3628	190
190	3645	171
191	3662	152
192	3680	133
193	3697	114
194	3714	95
195	3731	76
196	3749	57
197	3766	38
198	3783	19
199	3800	0
