iter	Passed	Remaining
0	19	3881
1	37	3671
2	54	3562
3	74	3657
4	94	3677
5	112	3642
6	131	3615
7	149	3582
8	167	3555
9	185	3529
10	203	3500
11	222	3487
12	242	3484
13	260	3455
14	279	3444
15	297	3423
16	316	3404
17	334	3384
18	352	3362
19	372	3349
20	391	3333
21	410	3323
22	430	3312
23	439	3224
24	457	3205
25	476	3188
26	495	3174
27	511	3140
28	529	3123
29	538	3053
30	557	3038
31	568	2984
32	587	2971
33	603	2944
34	622	2934
35	641	2921
36	660	2907
37	679	2895
38	697	2880
39	717	2868
40	735	2853
41	754	2838
42	773	2823
43	792	2810
44	813	2801
45	835	2796
46	856	2789
47	876	2775
48	896	2763
49	915	2746
50	934	2729
51	953	2713
52	972	2695
53	991	2679
54	1010	2663
55	1029	2646
56	1048	2630
57	1067	2612
58	1086	2596
59	1105	2579
60	1123	2560
61	1142	2543
62	1161	2526
63	1182	2513
64	1202	2497
65	1221	2480
66	1240	2462
67	1259	2444
68	1277	2425
69	1297	2408
70	1316	2391
71	1336	2376
72	1354	2355
73	1370	2333
74	1389	2316
75	1408	2297
76	1427	2279
77	1446	2262
78	1466	2245
79	1485	2227
80	1504	2210
81	1523	2192
82	1542	2173
83	1560	2155
84	1579	2137
85	1599	2120
86	1617	2101
87	1637	2083
88	1655	2064
89	1674	2046
90	1693	2028
91	1712	2010
92	1732	1993
93	1751	1975
94	1770	1957
95	1789	1938
96	1808	1920
97	1827	1902
98	1846	1884
99	1865	1865
100	1885	1847
101	1904	1829
102	1922	1810
103	1941	1792
104	1960	1773
105	1979	1755
106	1998	1736
107	2017	1718
108	2036	1700
109	2056	1682
110	2075	1664
111	2094	1645
112	2114	1627
113	2133	1609
114	2152	1590
115	2171	1572
116	2190	1553
117	2209	1535
118	2228	1516
119	2247	1498
120	2266	1479
121	2286	1461
122	2306	1443
123	2325	1425
124	2345	1407
125	2363	1388
126	2382	1369
127	2401	1350
128	2420	1332
129	2440	1313
130	2459	1295
131	2479	1277
132	2498	1258
133	2517	1239
134	2536	1221
135	2555	1202
136	2574	1184
137	2594	1165
138	2614	1147
139	2633	1128
140	2652	1109
141	2671	1091
142	2690	1072
143	2709	1053
144	2729	1035
145	2749	1016
146	2769	998
147	2787	979
148	2807	960
149	2827	942
150	2846	923
151	2866	905
152	2885	886
153	2904	867
154	2923	848
155	2943	830
156	2963	811
157	2982	792
158	3003	774
159	3023	755
160	3043	737
161	3062	718
162	3081	699
163	3100	680
164	3118	661
165	3137	642
166	3156	623
167	3174	604
168	3194	585
169	3213	567
170	3233	548
171	3252	529
172	3272	510
173	3291	491
174	3309	472
175	3328	453
176	3347	435
177	3366	416
178	3385	397
179	3404	378
180	3423	359
181	3443	340
182	3461	321
183	3481	302
184	3500	283
185	3518	264
186	3537	245
187	3556	227
188	3575	208
189	3594	189
190	3613	170
191	3632	151
192	3651	132
193	3670	113
194	3689	94
195	3708	75
196	3727	56
197	3746	37
198	3765	18
199	3785	0
