iter	RMSE
0	1112.777269
1	1081.5418
2	1080.652134
3	1078.772051
4	1078.345857
5	1077.193417
6	1072.964986
7	1072.375444
8	1071.662148
9	1070.148909
10	1068.002664
11	1067.627643
12	1030.589838
13	1030.52277
14	1029.487802
15	1003.574089
16	990.5931002
17	985.1710995
18	985.095852
19	984.8300899
20	983.5590481
21	952.5486735
22	952.2386747
23	951.3805403
24	944.2722759
25	926.4033065
26	916.7734524
27	915.8701483
28	913.7676786
29	913.7135576
30	913.4785749
31	912.3277635
32	909.8340948
33	909.4829949
34	904.4949197
35	902.6112251
36	902.4304562
37	902.1530697
38	902.029055
39	877.4784554
40	875.8155309
41	875.4159796
42	874.1397484
43	873.6474603
44	873.0894905
45	862.0113958
46	841.2851195
47	840.0783722
48	839.7199217
49	839.4713892
50	839.3050454
51	837.1513766
52	836.231442
53	824.6713456
54	814.5470801
55	813.0322656
56	812.0300198
57	803.0903825
58	802.9110495
59	802.6816597
60	802.3852635
61	802.1626385
62	801.1472367
63	781.6805186
64	775.3783152
65	775.1953472
66	774.9862455
67	774.3056769
68	773.3982094
69	755.936142
70	755.5721048
71	753.4925036
72	753.1946839
73	752.8719301
74	751.2701398
75	749.8741241
76	748.8659768
77	747.411938
78	747.2479431
79	746.3764133
80	745.8827542
81	745.6117676
82	729.9052257
83	729.7593935
84	729.5697457
85	729.4549124
86	715.384129
87	714.8391846
88	714.6801651
89	714.5780351
90	713.6343639
91	712.3253752
92	711.4755782
93	703.8035934
94	697.0875412
95	696.172433
96	695.3708088
97	694.6522471
98	694.1031367
99	693.8965574
100	693.14046
101	692.3309144
102	691.6370183
103	691.2813231
104	690.7833809
105	689.754749
106	689.4053435
107	679.3931491
108	679.3606465
109	678.9140644
110	678.649661
111	677.627982
112	665.5944536
113	665.488097
114	665.238734
115	664.9701755
116	662.9348606
117	662.5634048
118	660.3361144
119	660.1742364
120	659.5209014
121	659.2319358
122	659.0927722
123	659.0089287
124	648.7998523
125	648.7193178
126	648.4528931
127	647.3118668
128	647.1534289
129	640.8124962
130	640.5809984
131	640.2512691
132	639.7136627
133	639.1827521
134	639.1060333
135	639.0460752
136	633.4749072
137	628.5988377
138	628.3846792
139	628.2329385
140	627.5640533
141	627.0961027
142	626.9474725
143	626.8410003
144	619.1995014
145	618.7880829
146	618.4307801
147	618.2987689
148	617.9134024
149	617.4831584
150	617.1975331
151	617.0195028
152	612.6640531
153	604.2032604
154	603.892586
155	603.4372783
156	603.3199832
157	603.0500638
158	601.9742176
159	601.5824067
160	600.6871301
161	600.3268308
162	599.3095182
163	598.9743815
164	598.552699
165	595.4347534
166	595.3548937
167	594.9379595
168	594.54099
169	594.4388186
170	594.145578
171	593.6181138
172	593.4338597
173	593.2805587
174	593.2245923
175	592.054723
176	591.9290586
177	591.8576443
178	591.8080782
179	591.1061083
180	590.3770306
181	590.0600807
182	589.8921401
183	589.789761
184	589.557449
185	588.9404395
186	588.3421357
187	587.9335184
188	587.7425784
189	587.3963528
190	586.5890131
191	586.4261026
192	586.2671687
193	578.6254084
194	578.0786778
195	577.9518285
196	577.7464122
197	577.6798972
198	570.9516337
199	570.4137196
