iter	Passed	Remaining
0	19	3803
1	38	3779
2	56	3719
3	75	3694
4	94	3685
5	113	3657
6	131	3614
7	150	3603
8	168	3582
9	187	3560
10	206	3542
11	224	3520
12	244	3510
13	262	3491
14	281	3472
15	300	3456
16	319	3439
17	338	3422
18	358	3411
19	378	3402
20	397	3392
21	416	3370
22	435	3351
23	453	3328
24	473	3313
25	492	3297
26	511	3279
27	530	3261
28	549	3243
29	568	3220
30	586	3199
31	605	3179
32	624	3162
33	644	3144
34	663	3126
35	682	3110
36	701	3092
37	720	3072
38	739	3053
39	759	3038
40	781	3032
41	805	3031
42	827	3019
43	849	3013
44	872	3004
45	892	2987
46	911	2966
47	931	2949
48	950	2929
49	969	2909
50	989	2890
51	1009	2872
52	1028	2852
53	1047	2832
54	1066	2811
55	1085	2791
56	1104	2771
57	1124	2752
58	1143	2733
59	1163	2714
60	1182	2695
61	1202	2676
62	1221	2657
63	1241	2638
64	1260	2618
65	1280	2600
66	1300	2582
67	1320	2564
68	1340	2545
69	1360	2525
70	1379	2505
71	1398	2485
72	1417	2465
73	1435	2445
74	1455	2425
75	1474	2406
76	1493	2385
77	1512	2365
78	1532	2346
79	1551	2327
80	1571	2308
81	1590	2288
82	1609	2269
83	1629	2249
84	1648	2230
85	1668	2211
86	1687	2191
87	1707	2172
88	1728	2155
89	1748	2136
90	1768	2118
91	1788	2099
92	1807	2079
93	1827	2060
94	1845	2040
95	1864	2020
96	1883	1999
97	1902	1979
98	1921	1960
99	1940	1940
100	1959	1920
101	1979	1901
102	1998	1882
103	2018	1862
104	2037	1843
105	2056	1823
106	2075	1803
107	2093	1783
108	2112	1763
109	2132	1744
110	2151	1725
111	2171	1706
112	2191	1687
113	2210	1667
114	2230	1648
115	2250	1629
116	2269	1609
117	2288	1590
118	2307	1570
119	2325	1550
120	2344	1530
121	2363	1510
122	2382	1491
123	2402	1472
124	2420	1452
125	2439	1432
126	2457	1412
127	2477	1393
128	2496	1373
129	2515	1354
130	2534	1334
131	2553	1315
132	2572	1295
133	2591	1276
134	2610	1257
135	2630	1238
136	2650	1218
137	2669	1199
138	2690	1180
139	2709	1161
140	2728	1141
141	2748	1122
142	2767	1103
143	2787	1084
144	2807	1064
145	2827	1045
146	2847	1026
147	2867	1007
148	2886	988
149	2906	968
150	2927	950
151	2946	930
152	2966	911
153	2985	891
154	3004	872
155	3023	852
156	3043	833
157	3061	813
158	3081	794
159	3100	775
160	3120	755
161	3140	736
162	3160	717
163	3180	698
164	3199	678
165	3218	659
166	3238	639
167	3257	620
168	3276	601
169	3295	581
170	3315	562
171	3334	542
172	3353	523
173	3373	504
174	3393	484
175	3412	465
176	3431	445
177	3450	426
178	3470	407
179	3490	387
180	3509	368
181	3528	348
182	3547	329
183	3567	310
184	3588	290
185	3608	271
186	3627	252
187	3646	232
188	3667	213
189	3686	194
190	3703	174
191	3722	155
192	3741	135
193	3760	116
194	3780	96
195	3799	77
196	3818	58
197	3837	38
198	3856	19
199	3876	0
