iter	Passed	Remaining
0	20	4001
1	38	3775
2	56	3677
3	75	3682
4	93	3662
5	112	3638
6	132	3643
7	150	3610
8	169	3600
9	188	3588
10	207	3571
11	226	3552
12	245	3528
13	263	3506
14	282	3485
15	302	3480
16	322	3475
17	342	3462
18	363	3464
19	383	3454
20	403	3441
21	423	3429
22	443	3411
23	462	3393
24	482	3380
25	501	3359
26	520	3335
27	540	3319
28	559	3301
29	579	3282
30	598	3264
31	617	3244
32	637	3226
33	657	3207
34	675	3185
35	695	3167
36	713	3143
37	732	3122
38	752	3106
39	771	3087
40	792	3071
41	812	3057
42	834	3047
43	855	3034
44	879	3030
45	900	3015
46	920	2995
47	939	2976
48	959	2955
49	977	2933
50	997	2914
51	1017	2895
52	1036	2876
53	1056	2855
54	1075	2834
55	1094	2814
56	1113	2793
57	1132	2772
58	1152	2753
59	1171	2733
60	1190	2713
61	1209	2693
62	1229	2673
63	1249	2655
64	1269	2635
65	1288	2616
66	1308	2598
67	1328	2578
68	1349	2561
69	1368	2542
70	1388	2521
71	1407	2502
72	1426	2481
73	1445	2460
74	1465	2442
75	1485	2422
76	1504	2402
77	1523	2382
78	1542	2363
79	1564	2346
80	1585	2329
81	1604	2309
82	1624	2290
83	1643	2269
84	1663	2251
85	1683	2231
86	1701	2210
87	1721	2190
88	1740	2171
89	1760	2151
90	1779	2131
91	1799	2112
92	1819	2093
93	1839	2074
94	1859	2055
95	1880	2037
96	1901	2019
97	1921	1999
98	1941	1980
99	1960	1960
100	1982	1943
101	2003	1925
102	2024	1906
103	2045	1888
104	2067	1870
105	2089	1852
106	2110	1833
107	2129	1813
108	2148	1793
109	2168	1774
110	2188	1754
111	2210	1736
112	2231	1718
113	2251	1698
114	2271	1678
115	2290	1658
116	2309	1638
117	2328	1618
118	2347	1597
119	2366	1577
120	2385	1557
121	2404	1537
122	2424	1517
123	2443	1497
124	2463	1478
125	2482	1458
126	2502	1438
127	2521	1418
128	2540	1398
129	2559	1377
130	2578	1358
131	2598	1338
132	2617	1318
133	2635	1298
134	2654	1278
135	2673	1258
136	2693	1238
137	2713	1219
138	2734	1199
139	2754	1180
140	2774	1160
141	2793	1140
142	2812	1121
143	2832	1101
144	2853	1082
145	2873	1062
146	2893	1043
147	2914	1024
148	2935	1004
149	2954	984
150	2974	965
151	2994	945
152	3012	925
153	3032	905
154	3051	885
155	3070	865
156	3089	846
157	3109	826
158	3129	806
159	3148	787
160	3168	767
161	3188	747
162	3207	728
163	3227	708
164	3246	688
165	3266	668
166	3285	649
167	3305	629
168	3324	609
169	3344	590
170	3364	570
171	3383	550
172	3404	531
173	3423	511
174	3443	491
175	3461	472
176	3481	452
177	3500	432
178	3519	412
179	3539	393
180	3559	373
181	3578	353
182	3598	334
183	3617	314
184	3636	294
185	3656	275
186	3675	255
187	3694	235
188	3714	216
189	3734	196
190	3753	176
191	3773	157
192	3792	137
193	3812	117
194	3831	98
195	3850	78
196	3869	58
197	3889	39
198	3908	19
199	3928	0
